著者名,作品名,入力文字数,収集率,不一致の行数
岡本綺堂,半七捕物帳_62歩兵の髪切り,20971,0.978,10
岡本綺堂,半七捕物帳_63川越次郎兵衛,22450,0.917,33
岡本綺堂,女侠伝,11819,0.933,12
岡本綺堂,妖婆,9744,0.979,7
岡本綺堂,子供役者の死,8303,0.956,7
岡本綺堂,平造とお鶴,4876,0.965,3
岡本綺堂,廿九日の牡丹餅,12065,0.929,16
岡本綺堂,影を踏まれた女,11535,0.979,6
岡本綺堂,恨みの蠑螺,13744,0.946,22
岡本綺堂,慈悲心鳥,12854,0.954,9
岡本綺堂,放し鰻,5091,0.923,8
岡本綺堂,有喜世新聞の話,16118,0.919,16
岡本綺堂,江戸の化物,5134,0.904,8
岡本綺堂,火薬庫,10459,0.952,10
岡本綺堂,父の怪談,6168,0.953,8
岡本綺堂,画工と幽霊,7136,0.966,3
岡本綺堂,白髪鬼,18800,0.959,14
岡本綺堂,穴,11255,0.917,21
岡本綺堂,蜘蛛の夢,22188,0.917,33
岡本綺堂,青蛙堂鬼談,120855,0.976,59
岡本綺堂,飛騨の怪談,98680,0.976,77
岡本綺堂,鰻に呪われた男,15711,0.975,6
岡本綺堂,黄八丈の小袖,9223,0.977,5
岩野泡鳴,猫八,19489,0.969,10
岩野泡鳴,耽溺,55217,0.932,60
島崎藤村,ある女の生涯,31711,0.971,20
島崎藤村,伸び支度,6104,0.976,3
島崎藤村,分配,17378,0.95,13
島崎藤村,夜明け前_01第一部上,204844,0.946,227
島崎藤村,夜明け前_02第一部下,190182,0.927,244
島崎藤村,夜明け前_04第二部下,218654,0.905,455
島崎藤村,家_01上,125868,0.967,92
島崎藤村,家_02下,140341,0.981,73
島崎藤村,嵐,36296,0.951,36
島崎藤村,幸福,1110,1,0
島崎藤村,新生,333200,0.978,150
島崎藤村,藁草履,21264,0.922,35
島崎藤村,食堂,15856,0.982,5
島木健作,癩,37620,0.923,33
島木健作,黒猫,6684,0.963,7
島秋人,遺愛集_03あとがき,2731,0.978,4
幸田露伴,太郎坊,7855,0.989,3
幸田露伴,幻談,17187,0.919,16
幸田露伴,突貫紀行,7789,0.976,4
幸田露伴,蒲生氏郷,65762,0.92,53
幸田露伴,貧乏,8066,0.946,10
幸田露伴,野道,4579,0.982,2
幸田露伴,雁坂越,14116,0.926,9
幸田露伴,雪たたき,28091,0.939,25
幸田露伴,鵞鳥,11215,0.963,9
徳田秋声,仮装人物,193212,0.931,178
徳田秋声,爛,73701,0.961,62
徳田秋声,蒼白い月,9390,0.96,7
徳田秋声,足迹,118933,0.929,218
折口信夫,死者の書,62436,0.943,87
斎藤茂吉,三筋町界隈,14604,0.948,13
斎藤茂吉,玉菜ぐるま,1217,0.9,5
新渡戸稲造,教育の目的,20568,0.9,34
新渡戸稲造,武士道の山,1587,0.959,4
新美南吉,いぼ,10456,0.942,28
新美南吉,おじいさんのランプ,11847,1,0
新美南吉,こぞうさんのおきょう,656,1,0
新美南吉,ごんごろ鐘,8673,0.977,4
新美南吉,ごん狐,4798,0.995,2
新美南吉,ひとつの火,815,1,0
新美南吉,一年生たちとひよめ,839,0.93,3
新美南吉,二ひきの蛙,942,1,0
新美南吉,嘘,13960,0.959,13
新美南吉,子どものすきな神さま,1104,0.961,8
新美南吉,川,8541,0.939,14
新美南吉,巨男の話,3804,0.979,3
新美南吉,手袋を買いに,3496,1,0
新美南吉,最後の胡弓弾き,15695,1,0
新美南吉,木の祭り,1362,1,0
新美南吉,牛をつないだ椿の木,8997,0.985,3
新美南吉,狐,6230,1,0
新美南吉,狐のつかい,821,1,0
新美南吉,王さまと靴屋,1044,1,0
新美南吉,童話における物語性の喪失,2592,0.955,3
新美南吉,花のき村と盗人たち,9697,0.915,24
新美南吉,花をうめる,3530,1,0
新美南吉,落とした一銭銅貨,818,1,0
新美南吉,蟹のしょうばい,969,1,0
新美南吉,赤い蝋燭,1079,1,0
新美南吉,里の春山の春,728,0.916,2
新美南吉,飴だま,970,1,0
有島武郎,かたわ者,4741,0.969,2
有島武郎,小さき者へ,10124,0.993,3
有島武郎,或る女_1前編,149263,0.915,205
有島武郎,或る女_2後編,204760,0.945,203
有島武郎,火事とポチ,9580,0.97,7
有島武郎,生まれいずる悩み,50311,0.947,45
有島武郎,碁石を呑んだ八っちゃん,6134,0.947,8
有島武郎,親子,20447,0.955,19
木村荘十,雲南守備兵,37428,0.928,51
本庄陸男,石狩川,251858,0.918,419
林不忘,丹下左膳_01乾雲坤竜の巻,335736,0.941,269
林芙美子,平凡な女,1978,0.917,4
林芙美子,恋愛の微醺,4164,0.974,2
林芙美子,文学的自叙伝,8700,0.974,3
林芙美子,晩菊,15993,0.965,6
林芙美子,朝御飯,2930,1,0
林芙美子,河沙魚,11613,0.979,5
林芙美子,泣虫小僧,34371,0.973,25
林芙美子,清貧の書,17887,0.974,14
林芙美子,生活,8337,0.995,2
林芙美子,田舎がえり,6400,0.965,5
林芙美子,私の先生,2880,1,0
林芙美子,貸家探し,4948,0.961,6
林芙美子,風琴と魚の町,13233,0.959,14
柳宗悦,京都の朝市,5580,1,0
梅崎春生,ボロ家の春秋,37375,0.944,46
梅崎春生,幻化,70282,0.958,15
梅崎春生,庭の眺め,7141,1,0
梅崎春生,日の果て,39890,0.992,7
梅崎春生,桜島,36417,0.994,8
梅崎春生,記憶,10157,0.917,3
梅崎春生,風宴,21968,0.996,2
梶井基次郎,ある崖上の感情,11254,0.948,13
梶井基次郎,ある心の風景,6780,0.974,7
梶井基次郎,のんきな患者,17420,0.935,10
梶井基次郎,交尾,5745,0.939,9
梶井基次郎,冬の日,11032,0.982,5
梶井基次郎,冬の蠅,10016,0.971,9
梶井基次郎,器楽的幻覚,2472,0.986,1
梶井基次郎,城のある町にて,17695,0.95,23
梶井基次郎,愛撫,2836,1,0
梶井基次郎,桜の樹の下には,1730,0.972,1
梶井基次郎,橡の花,10630,0.988,5
梶井基次郎,檸檬,4933,0.992,1
梶井基次郎,泥濘,6877,0.996,1
梶井基次郎,筧の話,1839,0.991,1
梶井基次郎,蒼穹,2342,0.982,1
梶井基次郎,路上,3823,0.972,2
梶井基次郎,過古,1577,0.975,1
梶井基次郎,闇の絵巻,3793,0.968,4
梶井基次郎,雪後,5760,0.966,9
森鴎外,二人の友,11537,0.948,21
森鴎外,佐橋甚五郎,6306,0.901,14
森鴎外,堺事件,17010,0.961,19
森鴎外,寒山拾得,6135,0.97,5
森鴎外,寒山拾得縁起,1115,0.995,1
森鴎外,山椒大夫,21958,0.978,22
森鴎外,心中,8457,0.951,12
森鴎外,普請中,4403,0.924,9
森鴎外,最後の一句,9183,0.974,10
森鴎外,杯,2404,1,0
森鴎外,百物語,12517,1,0
森鴎外,舞姫,16141,0.936,14
森鴎外,護持院原の敵討,21617,0.964,15
森鴎外,阿部一族,27525,0.97,15
森鴎外,雁,73640,0.965,45
森鴎外,青年,123137,0.909,213
森鴎外,高瀬舟,8731,0.957,7
森鴎外,高瀬舟縁起,1331,0.921,3
森鴎外,魚玄機,9709,0.923,66
横光利一,ナポレオンと田虫,8812,0.965,7
横光利一,厨房日記,21436,0.993,4
横光利一,微笑,24817,0.944,43
横光利一,旅愁,573645,0.961,462
横光利一,春は馬車に乗って,9570,0.98,5
横光利一,機械,21547,0.977,6
横光利一,比叡,9201,0.993,2
横光利一,睡蓮,8972,0.974,4
横光利一,罌粟の中,14758,1,0
正岡容,円太郎馬車,16091,0.974,16
正岡容,円朝花火,10041,0.952,10
正岡容,初看板,15421,0.909,14
正岡容,寄席,103000,0.95,129
水上滝太郎,九月一日,14211,1,0
水上滝太郎,山の手の子,15469,0.915,21
水上滝太郎,果樹,13165,0.988,3
水上滝太郎,遺産,12928,0.981,4
永井荷風,すみだ川,34564,0.978,17
永井荷風,つゆのあとさき,74606,0.979,26
永井荷風,ひかげの花,47648,0.94,49
永井荷風,伝通院,5513,0.917,3
永井荷風,元八まん,3988,1,0
永井荷風,十九の秋,3756,0.9,11
永井荷風,妾宅,16706,0.926,14
永井荷風,寺じまの記,6536,0.98,2
永井荷風,放水路,5527,1,0
永井荷風,梅雨晴,4560,1,0
永井荷風,正宗谷崎両氏の批評に答う,5896,0.981,3
永井荷風,水のながれ,1957,1,0
永井荷風,深川の唄,9646,0.972,5
永井荷風,深川の散歩,7161,0.968,2
永井荷風,花火,5881,0.963,5
永井荷風,葛飾土産,9153,0.982,2
永井荷風,西瓜,9265,0.99,4
永井荷風,里の今昔,7425,1,0
永井荷風,銀座,6342,0.904,7
永井荷風,鐘の声,1966,1,0
永井荷風,雪の日,5885,0.996,1
永井荷風,霊廟,6485,0.934,7
永井隆,この子を残して,101225,0.97,77
永井隆,長崎の鐘,64900,0.975,36
江戸川乱歩,お勢登場,11724,0.994,1
江戸川乱歩,サーカスの怪人,74952,0.93,130
江戸川乱歩,パノラマ島綺譚,78640,0.977,20
江戸川乱歩,一人二役,6711,1,0
江戸川乱歩,一枚の切符,13464,0.993,2
江戸川乱歩,二癈人,11353,0.976,3
江戸川乱歩,二銭銅貨,17037,0.982,7
江戸川乱歩,人でなしの恋,17208,0.986,6
江戸川乱歩,人間椅子,14843,1,0
江戸川乱歩,人間豹,154719,0.995,12
江戸川乱歩,仮面の恐怖王,74359,0.944,107
江戸川乱歩,何者,38209,0.991,10
江戸川乱歩,吸血鬼,188242,0.984,66
江戸川乱歩,地獄風景,53218,0.995,6
江戸川乱歩,塔上の奇術師,74171,0.942,109
江戸川乱歩,夢遊病者の死,11056,0.99,3
江戸川乱歩,大金塊,93075,0.942,113
江戸川乱歩,奇面城の秘密,74407,0.95,95
江戸川乱歩,妖人ゴング,75457,0.914,150
江戸川乱歩,妖怪博士,130257,0.908,239
江戸川乱歩,妻に失恋した男,5650,0.989,1
江戸川乱歩,孤島の鬼,180803,0.974,74
江戸川乱歩,宇宙怪人,89721,0.914,179
江戸川乱歩,幽霊,11906,0.984,3
江戸川乱歩,影男,153133,0.976,26
江戸川乱歩,怪奇四十面相,91384,0.944,120
江戸川乱歩,恐ろしき錯誤,22902,0.986,1
江戸川乱歩,恐怖王,65303,0.988,16
江戸川乱歩,悪霊,33812,0.987,8
江戸川乱歩,悪霊物語,8152,0.916,1
江戸川乱歩,悪霊物語自作解説,780,0.976,1
江戸川乱歩,悪魔の紋章,150082,0.987,42
江戸川乱歩,指,1226,0.954,1
江戸川乱歩,指環,2454,0.915,5
江戸川乱歩,接吻,6236,1,0
江戸川乱歩,断崖,13092,0.992,5
江戸川乱歩,日記帳,6822,0.985,2
江戸川乱歩,月と手袋,39319,0.992,8
江戸川乱歩,江川蘭子,11057,0.987,3
江戸川乱歩,海底の魔術師,76723,0.927,130
江戸川乱歩,湖畔亭事件,69001,0.986,21
江戸川乱歩,火星の運河,4684,0.958,5
江戸川乱歩,火縄銃,9056,0.984,3
江戸川乱歩,灰神楽,13202,0.988,4
江戸川乱歩,灰色の巨人,77809,0.937,127
江戸川乱歩,疑惑,18300,0.998,1
江戸川乱歩,白昼夢,3662,1,0
江戸川乱歩,盗難,12269,0.985,3
江戸川乱歩,目羅博士の不思議な犯罪,15372,0.987,4
江戸川乱歩,算盤が恋を語る話,8038,1,0
江戸川乱歩,虎の牙,94785,0.931,149
江戸川乱歩,覆面の舞踏者,14766,0.977,5
江戸川乱歩,赤いカブトムシ,22959,0.976,14
江戸川乱歩,赤い部屋,18033,0.971,5
江戸川乱歩,踊る一寸法師,7668,0.959,5
江戸川乱歩,鉄人Q,75747,0.952,101
江戸川乱歩,鉄塔の怪人,82684,0.943,120
江戸川乱歩,鏡地獄,14019,0.958,4
江戸川乱歩,電人M,77395,0.953,113
江戸川乱歩,青銅の魔人,81299,0.941,113
江戸川乱歩,鬼,29885,0.953,32
江戸川乱歩,魔法人形,71727,0.916,131
江戸川乱歩,魔法博士,76923,0.96,70
江戸川乱歩,黄金仮面,141864,0.983,60
江戸川乱歩,黄金豹,76450,0.98,37
江戸川乱歩,黒蜥蜴,106775,0.963,78
泉鏡花,おばけずきのいわれ少々と処女作,4663,0.913,7
泉鏡花,化鳥,17666,0.902,18
泉鏡花,卵塔場の天女,46900,0.928,85
泉鏡花,外科室,7262,0.946,8
泉鏡花,夜叉ヶ池,27716,0.925,50
泉鏡花,天守物語,20644,0.933,37
泉鏡花,夫人利生記,12582,0.973,11
泉鏡花,婦系図,170310,0.917,324
泉鏡花,栃の実,3809,0.944,8
泉鏡花,歌行灯,35669,0.926,54
泉鏡花,照葉狂言,49446,0.939,103
泉鏡花,眉かくしの霊,26121,0.96,15
泉鏡花,縷紅新草,24205,0.92,58
泉鏡花,草迷宮,70599,0.914,95
泉鏡花,薄紅梅,60377,0.924,80
泉鏡花,雛がたり,4036,0.984,2
泉鏡花,雪柳,44792,0.944,53
泉鏡花,高野聖,35747,0.957,27
泉鏡花,鷭狩,10644,0.988,7
泉鏡花,黒壁,4113,0.945,3
海野十三,地球要塞,70881,0.911,175
海野十三,太平洋魔城,91812,0.902,257
海野十三,幸運の黒子,2864,0.943,3
海野十三,鬼仏洞事件,14314,0.97,11
渡辺温,兵隊の死,698,1,0
渡辺温,可哀相な姉,7618,0.923,22
火野葦平,糞尿譚,51959,0.946,29
火野葦平,花と龍,405930,0.941,584
牧野富太郎,アケビ,3035,0.972,2
牧野富太郎,若き日の思い出,2218,0.945,4
田中貢太郎,おいてけ堀,1748,0.979,2
田中貢太郎,円朝の牡丹灯籠,7697,0.971,7
田中貢太郎,南北の東海道四谷怪談,16277,0.982,9
田中貢太郎,女仙,1248,1,0
田中貢太郎,山の怪,2542,0.952,2
田中貢太郎,岐阜提灯,5432,0.905,10
田中貢太郎,幽霊の衣裳,1053,0.926,3
田中貢太郎,怪譚小説の話,1805,0.977,1
田中貢太郎,死人の手,3507,1,0
田中貢太郎,沼田の蚊帳,459,1,0
田中貢太郎,法華僧の怪異,3308,0.969,3
田中貢太郎,海神に祈る,12347,0.94,14
田中貢太郎,火傷した神様,3407,0.975,2
田中貢太郎,炭取り,254,1,0
田中貢太郎,狢,818,1,0
田中貢太郎,狸と俳人,1724,1,0
田中貢太郎,狸と同棲する人妻,744,1,0
田中貢太郎,男の顔,232,1,0
田中貢太郎,義猫の塚,981,1,0
田中貢太郎,葬式の行列,310,1,0
田中貢太郎,轆轤首,4997,0.994,1
田中貢太郎,阿芳の怨霊,2297,1,0
田中貢太郎,雀が森の怪異,6571,0.921,13
田中貢太郎,雪女,2179,1,0
田中貢太郎,風呂供養の話,2178,1,0
田中貢太郎,首のない騎馬武者,729,1,0
田中貢太郎,鬼火を追う武士,457,0.952,2
田山花袋,蒲団,44672,0.974,11
矢田津世子,凍雲,13949,0.993,4
矢田津世子,女心拾遺,17584,0.991,3
矢田津世子,父,19034,0.986,5
矢田津世子,痀女抄録,32322,0.981,13
矢田津世子,神楽坂,19478,0.991,4
矢田津世子,茶粥の記,14449,0.967,11
矢田津世子,鴻ノ巣女房,11824,0.985,4
神西清,翻訳のむずかしさ,2678,0.951,4
神西清,翻訳の生理心理,2587,0.964,3
神西清,雪の宿り,26003,0.944,24
種田山頭火,片隅の幸福,829,0.97,2
種田山頭火,白い花,1051,1,0
種田山頭火,草と虫とそして,1465,0.914,5
種田山頭火,草木塔,1104,0.991,1
種田山頭火,述懐,466,1,0
竹久夢二,おさなき灯台守,1632,0.965,2
竹久夢二,たどんの与太さん,2033,1,0
竹久夢二,はしがき,319,1,0
竹久夢二,クリスマスの贈物,2547,1,0
竹久夢二,人形物語,550,1,0
竹久夢二,先生の顔,2844,1,0
竹久夢二,博多人形,1645,1,0
竹久夢二,夜,853,1,0
竹久夢二,大きな手,1695,1,0
竹久夢二,大きな蝙蝠傘,1275,1,0
竹久夢二,少年春,6886,0.977,4
竹久夢二,春,3182,0.934,8
竹久夢二,最初の悲哀,814,1,0
竹久夢二,朝,1035,1,0
竹久夢二,玩具の汽缶車,1964,1,0
竹久夢二,街の子,2585,0.98,4
竹久夢二,誰が何時何処で何をした,4411,0.975,4
竹久夢二,都の眼,4105,1,0
竹久夢二,風,1033,1,0
竹内浩三,あきらめろと云うが,105,1,0
竹内浩三,おもちゃの汽車,78,1,0
竹内浩三,こん畜生,183,1,0
竹内浩三,しかられて,101,1,0
竹内浩三,ぼくもいくさに征くのだけれど,205,1,0
竹内浩三,チャイコフスキイのトリオ,88,1,0
竹内浩三,トスカニニのエロイカ,101,1,0
竹内浩三,兵営の桜,65,1,0
竹内浩三,冬に死す,146,1,0
竹内浩三,南からの種子,228,1,0
竹内浩三,口業,199,1,0
竹内浩三,夕焼け,144,1,0
竹内浩三,夜通し風がふいていた,209,1,0
竹内浩三,大正文化概論,289,1,0
竹内浩三,望郷,233,1,0
竹内浩三,東京,118,1,0
竹内浩三,海,198,1,0
竹内浩三,白い雲,218,1,0
竹内浩三,空をかける,82,1,0
竹内浩三,色のない旗,114,1,0
竹内浩三,鈍走記,793,0.923,4
竹内浩三,雨,202,1,0
竹内浩三,雲,110,1,0
竹内浩三,麦,104,1,0
紫式部,源氏物語_01桐壺,15561,0.959,8
紫式部,源氏物語_02帚木,26594,0.992,1
紫式部,源氏物語_03空蝉,6406,1,0
紫式部,源氏物語_04夕顔,28910,0.981,12
紫式部,源氏物語_05若紫,29728,0.981,6
紫式部,源氏物語_06末摘花,19077,0.985,6
紫式部,源氏物語_07紅葉賀,16156,0.996,3
紫式部,源氏物語_08花宴,6208,0.963,3
紫式部,源氏物語_09葵,28169,0.961,18
紫式部,源氏物語_10榊,28876,0.969,11
紫式部,源氏物語_11花散里,2225,1,0
紫式部,源氏物語_12須磨,25031,0.967,16
紫式部,源氏物語_13明石,23442,0.961,13
紫式部,源氏物語_14澪標,18958,0.955,15
紫式部,源氏物語_15蓬生,12875,0.951,8
紫式部,源氏物語_16関屋,2787,1,0
紫式部,源氏物語_17絵合,9878,0.937,7
紫式部,源氏物語_18松風,12353,0.967,5
紫式部,源氏物語_19薄雲,17998,0.966,5
紫式部,源氏物語_20朝顔,12233,0.983,3
紫式部,源氏物語_21乙女,29065,0.97,14
紫式部,源氏物語_22玉鬘,24583,0.96,16
紫式部,源氏物語_23初音,7927,0.988,2
紫式部,源氏物語_24胡蝶,11538,0.953,7
紫式部,源氏物語_25蛍,10387,0.995,2
紫式部,源氏物語_26常夏,12236,0.992,3
紫式部,源氏物語_27篝火,1694,1,0
紫式部,源氏物語_28野分,9964,0.984,2
紫式部,源氏物語_29行幸,14825,0.979,5
紫式部,源氏物語_30藤袴,8340,1,0
紫式部,源氏物語_31真木柱,22190,0.983,6
紫式部,源氏物語_34若菜上,58838,0.975,18
紫式部,源氏物語_35若菜下,57453,0.958,31
紫式部,源氏物語_36柏木,23889,0.956,9
紫式部,源氏物語_37横笛,11062,1,0
紫式部,源氏物語_38鈴虫,7825,1,0
紫式部,源氏物語_39夕霧一,25308,0.973,10
紫式部,源氏物語_40夕霧二,20059,0.958,9
紫式部,源氏物語_41御法,10704,0.984,4
紫式部,源氏物語_42まぼろし,12059,0.964,8
紫式部,源氏物語_43雲隠れ,34,1,0
紫式部,源氏物語_44匂宮,7415,0.934,7
紫式部,源氏物語_45紅梅,7562,0.929,6
紫式部,源氏物語_47橋姫,21950,0.962,8
紫式部,源氏物語_48椎が本,23052,0.973,8
紫式部,源氏物語_49総角,57564,0.959,28
紫式部,源氏物語_50早蕨,10637,1,0
紫式部,源氏物語_51宿り木,55918,0.954,27
紫式部,源氏物語_52東屋,40546,0.942,27
紫式部,源氏物語_53浮舟,45633,0.986,8
紫式部,源氏物語_54蜻蛉,35965,0.934,22
紫式部,源氏物語_55手習,41806,0.952,32
紫式部,源氏物語_56夢の浮橋,9955,1,0
織田作之助,アドバルーン,27327,0.946,17
織田作之助,勝負師,4664,0.952,5
織田作之助,勧善懲悪,29148,0.907,38
織田作之助,天衣無縫,12954,0.913,6
織田作之助,夫婦善哉,30590,0.909,38
織田作之助,競馬,12114,0.925,17
織田作之助,雪の夜,11148,0.908,22
織田作之助,馬地獄,1595,1,0
羽仁もと子,おさなごを発見せよ,4593,0.906,7
羽仁もと子,たましいの教育,2758,0.904,3
羽仁もと子,親子の愛の完成,5908,0.986,2
芥川竜之介,おぎん,5215,1,0
芥川竜之介,おしの,4121,0.983,3
芥川竜之介,お律と子等と,24926,0.973,17
芥川竜之介,お時儀,4055,0.954,6
芥川竜之介,さまよえる猶太人,6834,0.919,8
芥川竜之介,ひょっとこ,5786,0.949,8
芥川竜之介,アグニの神,7926,0.954,10
芥川竜之介,トロッコ,4333,0.985,1
芥川竜之介,三つの宝,7097,0.955,7
芥川竜之介,三つの窓,6766,0.93,17
芥川竜之介,二つの手紙,11727,0.921,19
芥川竜之介,仙人,3198,1,0
芥川竜之介,佐藤春夫氏の事,429,1,0
芥川竜之介,俊寛,16244,0.943,14
芥川竜之介,保吉の手帳から,8691,0.902,21
芥川竜之介,偸盗,48627,0.945,54
芥川竜之介,報恩記,14744,0.98,7
芥川竜之介,奇怪な再会,20703,0.973,12
芥川竜之介,女,1930,0.915,4
芥川竜之介,女仙,940,0.995,1
芥川竜之介,女体,1085,1,0
芥川竜之介,妖婆,37460,0.961,18
芥川竜之介,将軍,14723,0.947,20
芥川竜之介,尾生の信,1601,1,0
芥川竜之介,年末の一日,2959,0.997,1
芥川竜之介,影,10222,0.954,12
芥川竜之介,忠義,13043,0.95,18
芥川竜之介,恒藤恭氏,1778,0.949,4
芥川竜之介,或日の大石内蔵助,8800,0.975,6
芥川竜之介,戯作三昧,20618,0.955,23
芥川竜之介,文学好きの家庭から,592,1,0
芥川竜之介,文章,6734,0.982,4
芥川竜之介,本所両国,20929,0.911,50
芥川竜之介,杜子春,9097,0.973,7
芥川竜之介,桃太郎,4401,0.965,3
芥川竜之介,森先生,509,1,0
芥川竜之介,槍が岳に登った記,2538,1,0
芥川竜之介,歯車,25051,0.963,25
芥川竜之介,母,8455,0.929,16
芥川竜之介,河童,37225,0.973,28
芥川竜之介,沼地,1838,0.949,3
芥川竜之介,湖南の扇,8963,0.962,10
芥川竜之介,滝田哲太郎氏,1228,1,0
芥川竜之介,点鬼簿,4323,0.987,2
芥川竜之介,煙管,6363,0.968,5
芥川竜之介,父,3364,0.95,5
芥川竜之介,犬と笛,7648,0.947,10
芥川竜之介,猿蟹合戦,2236,1,0
芥川竜之介,玄鶴山房,12317,0.991,3
芥川竜之介,疑惑,12291,0.951,7
芥川竜之介,白,7538,0.916,18
芥川竜之介,神神の微笑,8852,0.98,6
芥川竜之介,秋山図,7446,0.975,8
芥川竜之介,竜,9371,0.901,11
芥川竜之介,素戔嗚尊,42568,0.953,48
芥川竜之介,羅生門,5685,0.993,1
芥川竜之介,葱,8125,0.938,9
芥川竜之介,藪の中,8449,0.988,1
芥川竜之介,蜃気楼,4586,0.979,2
芥川竜之介,蜘蛛の糸,2872,0.947,4
芥川竜之介,蜜柑,3159,0.979,1
芥川竜之介,袈裟と盛遠,7520,1,0
芥川竜之介,西郷隆盛,10843,0.943,19
芥川竜之介,路上,42974,0.908,98
芥川竜之介,運,6903,0.971,6
芥川竜之介,邪宗門,39837,0.977,13
芥川竜之介,開化の良人,16426,0.901,22
芥川竜之介,飯田蛇笏,1471,1,0
芥川竜之介,首が落ちた話,7575,0.94,6
芥川竜之介,馬の脚,10946,0.945,18
芥川竜之介,魔術,7167,0.952,14
芥川竜之介,黄粱夢,970,0.93,4
芥川竜之介,黒衣聖母,4309,0.907,10
芥川竜之介,鼻,5737,0.998,1
菊池寛,ある恋の話,14387,0.968,6
菊池寛,ある抗議書,17233,0.908,22
菊池寛,三浦右衛門の最後,6985,0.924,14
菊池寛,乱世,15615,0.934,21
菊池寛,仇討三態,15987,0.935,22
菊池寛,仇討禁止令,17003,0.938,22
菊池寛,俊寛,17372,0.953,16
菊池寛,出世,8801,0.969,5
菊池寛,勝負事,3930,0.912,5
菊池寛,吉良上野の立場,11200,0.96,18
菊池寛,大島が出来る話,9817,0.936,15
菊池寛,奉行と人相学,7975,0.947,10
菊池寛,屋上の狂人,7644,0.904,18
菊池寛,島原心中,14225,0.922,19
菊池寛,形,1677,0.982,1
菊池寛,恩を返す話,8961,0.953,10
菊池寛,恩讐の彼方に,22653,0.95,23
菊池寛,無名作家の日記,21363,0.941,28
菊池寛,父帰る,7608,0.951,6
菊池寛,真珠夫人,287270,0.912,594
菊池寛,第二の接吻,120722,0.976,89
菊池寛,義民甚兵衛,20509,0.911,43
菊池寛,芥川の事ども,5550,0.929,6
菊池寛,若杉裁判長,10198,0.913,15
菊池寛,蘭学事始,15426,0.952,13
菊池寛,身投げ救助業,5906,0.949,7
菊池寛,青木の出京,21421,0.912,33
菊池幽芳,雲仙岳,22167,0.942,18
萩原朔太郎,ウォーソン夫人の黒猫,6943,0.977,4
萩原朔太郎,日清戦争異聞_原田重吉の夢,2825,0.985,1
萩原朔太郎,猫町_散文詩風な小説,10343,0.955,15
萩原朔太郎,老年と人生,6483,0.946,5
葛西善蔵,遊動円木,2593,1,0
西田幾多郎,善の研究,123504,0.927,119
谷崎潤一郎,吉野葛,36875,0.933,35
谷崎潤一郎,猫と庄造と二人のおんな,68087,0.983,25
谷崎潤一郎,痴人の愛,179461,0.982,47
谷崎潤一郎,秘密,14515,0.972,6
谷崎潤一郎,紀伊国狐憑漆掻語,9140,0.931,6
谷崎潤一郎,細雪_01上巻,150705,0.948,72
谷崎潤一郎,細雪_02中巻,194760,0.975,75
谷崎潤一郎,細雪_03下巻,226895,0.936,88
谷崎潤一郎,蓼喰う虫,110139,0.954,97
谷崎潤一郎,途上,16047,0.977,4
近松秋江,狂乱,40102,0.935,35
近松秋江,霜凍る宵,44697,0.938,33
近松秋江,黒髪,23415,0.945,19
野村胡堂,胡堂百話,122807,0.987,37
野村胡堂,銭形平次捕物控_011南蛮秘法箋,15024,0.921,23
野村胡堂,銭形平次捕物控_022名馬罪あり,13560,0.94,17
野村胡堂,銭形平次捕物控_024平次女難,15325,0.904,30
野村胡堂,銭形平次捕物控_026綾吉殺し,15091,0.922,31
野村胡堂,銭形平次捕物控_032路地の足跡,13668,0.9,27
野村胡堂,銭形平次捕物控_048お藤は解く,13961,0.943,20
野村胡堂,銭形平次捕物控_050碁敵,15176,0.901,42
野村胡堂,銭形平次捕物控_051迷子札,13008,0.944,18
野村胡堂,銭形平次捕物控_057死の矢文,12556,0.914,21
野村胡堂,銭形平次捕物控_059酒屋火事,15055,0.9,29
野村胡堂,銭形平次捕物控_060蝉丸の香炉,14904,0.942,22
野村胡堂,銭形平次捕物控_062城の絵図面,14263,0.91,22
野村胡堂,銭形平次捕物控_063花見の仇討,13334,0.926,22
野村胡堂,銭形平次捕物控_073黒い巾着,14449,0.922,30
野村胡堂,銭形平次捕物控_074二度死んだ男,14128,0.908,24
野村胡堂,銭形平次捕物控_077八五郎の恋,13575,0.931,21
野村胡堂,銭形平次捕物控_086縁結び,15388,0.9,31
野村胡堂,銭形平次捕物控_101お秀の父,12483,0.947,15
野村胡堂,銭形平次捕物控_103巨盗還る,14922,0.968,10
野村胡堂,銭形平次捕物控_105刑場の花嫁,14624,0.96,8
野村胡堂,銭形平次捕物控_108ガラッ八手柄話,10436,0.986,6
野村胡堂,銭形平次捕物控_111火遁の術,14778,0.967,11
野村胡堂,銭形平次捕物控_112狐の嫁入,13874,0.945,16
野村胡堂,銭形平次捕物控_113北冥の魚,11140,0.958,13
野村胡堂,銭形平次捕物控_114遺書の罪,12861,0.964,13
野村胡堂,銭形平次捕物控_115二階の娘,15694,0.948,14
野村胡堂,銭形平次捕物控_116女の足跡,14263,0.965,10
野村胡堂,銭形平次捕物控_117雪の夜,15179,0.956,14
野村胡堂,銭形平次捕物控_118吹矢の紅,12285,0.953,11
野村胡堂,銭形平次捕物控_122お由良の罪,13145,0.946,11
野村胡堂,銭形平次捕物控_123矢取娘,13069,0.986,6
